subject_id,Parabacteroides_unclassified,Atopobium_parvulum,Ruminococcus_obeum,Acidaminococcus_unclassified,Ruminococcus_gnavus,Megasphaera_unclassified,Eubacterium_rectale,Bacteroides_vulgatus,Clostridium_hathewayi,Odoribacter_laneus,Peptostreptococcus_unclassified,Faecalibacterium_prausnitzii,Bacillus_subtilis,Alistipes_shahii,Ruminococcus_torques,Clostridium_leptum,Lachnospiraceae_bacterium_2_1_58FAA,Streptococcus_constellatus,Desulfovibrio_desulfuricans,Bacteroides_ovatus,Burkholderiales_bacterium_1_1_47,Acidaminococcus_fermentans,Granulicatella_unclassified,Escherichia_unclassified,Bifidobacterium_adolescentis,Megasphaera_elsdenii,Clostridium_innocuum,Megasphaera_micronuciformis,Eubacterium_ventriosum,Holdemania_filiformis,Turicibacter_sanguinis,Lachnospiraceae_bacterium_9_1_43BFAA,Parabacteroides_goldsteinii,Dorea_formicigenerans,Streptococcus_intermedius,Turicibacter_unclassified,Actinomyces_odontolyticus,Alistipes_putredinis,Parasutterella_excrementihominis,Lachnospiraceae_bacterium_8_1_57FAA,Lactobacillus_salivarius,Granulicatella_adiacens,Roseburia_inulinivorans,Lachnospiraceae_bacterium_3_1_46FAA,Rothia_dentocariosa,Bifidobacterium_dentium,Megamonas_hypermegale,Adlercreutzia_equolifaciens,Alistipes_indistinctus,Bacteroides_cellulosilyticus,Odoribacter_splanchnicus,Eubacterium_ramulus,Eubacterium_cylindroides,Roseburia_hominis,Bacteroides_uniformis,Clostridium_clostridioforme,Alistipes_unclassified,Streptococcus_mutans,Fusobacterium_nucleatum,Oscillibacter_unclassified,Pseudoflavonifractor_capillosus,Clostridium_scindens,Gemella_unclassified,Eggerthella_lenta,Clostridium_asparagiforme,Bacteroides_nordii,Eggerthella_unclassified,Coprobacter_fastidiosus,Paraprevotella_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Coprobacillus_unclassified,Blautia_hydrogenotrophica,Erysipelotrichaceae_bacterium_6_1_45,Flavonifractor_plautii,Alistipes_senegalensis,Clostridiaceae_bacterium_JC118,Ruminococcus_lactaris,Bifidobacterium_pseudocatenulatum,Barnesiella_intestinihominis,Lachnospiraceae_bacterium_5_1_63FAA,Ruminococcus_bromii,Bacteroides_finegoldii,Gemella_morbillorum,Bacteroides_fragilis,Ruminococcus_callidus,Odoribacter_unclassified,Lachnospiraceae_bacterium_5_1_57FAA,Eubacterium_sp_3_1_31,Megamonas_unclassified,Ruminococcus_sp_5_1_39BFAA,Parvimonas_unclassified,Enterobacter_cloacae,Bilophila_unclassified,Streptococcus_vestibularis,Haemophilus_parainfluenzae,Acidaminococcus_intestini,Fusobacterium_mortiferum,Rothia_mucilaginosa,Clostridium_symbiosum,Lachnospiraceae_bacterium_7_1_58FAA,Bifidobacterium_breve,Klebsiella_pneumoniae,Bacteroides_coprocola,Streptococcus_parasanguinis,Klebsiella_oxytoca,Alistipes_finegoldii,Parabacteroides_merdae,Megamonas_funiformis,Akkermansia_muciniphila,Paraprevotella_xylaniphila,Bacteroides_salyersiae,Erysipelotrichaceae_bacterium_2_2_44A,Parabacteroides_johnsonii,Eubacterium_hallii,Veillonella_dispar,Eubacterium_siraeum,Bacteroides_faecis,Bacteroides_dorei,Gemella_sanguinis,Dorea_unclassified,Collinsella_aerofaciens,Roseburia_intestinalis,Subdoligranulum_sp_4_3_54A2FAA,Streptococcus_thermophilus,Bacteroides_plebeius,Bifidobacterium_bifidum,Clostridium_bolteae,Clostridium_nexile,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Bifidobacterium_longum,Megamonas_rupellensis,Streptococcus_infantis,Mitsuokella_multacida,Clostridium_bartlettii,Dialister_invisus,Prevotella_stercorea,Bacteroides_massiliensis,Erysipelotrichaceae_bacterium_21_3,Gemella_haemolysans,Subdoligranulum_unclassified,Streptococcus_salivarius,Paraprevotella_clara,Streptococcus_anginosus,Bacteroides_xylanisolvens,Eubacterium_eligens,Veillonella_parvula,Citrobacter_freundii,Bacteroides_stercoris,Lachnospiraceae_bacterium_1_4_56FAA,Bacteroidales_bacterium_ph8,Coprococcus_comes,Olsenella_unclassified,Streptococcus_gordonii,Peptostreptococcaceae_noname_unclassified,Dorea_longicatena,Bacteroides_caccae,Anaerotruncus_colihominis,Ruminococcaceae_bacterium_D16,Streptococcus_mitis_oralis_pneumoniae,Anaerotruncus_unclassified,Catenibacterium_mitsuokai,Clostridiales_bacterium_1_7_47FAA,Anaerostipes_unclassified,Sutterella_wadsworthensis,Eubacterium_brachy,Fusobacterium_ulcerans,Bacteroides_clarus,Desulfovibrio_piger,Streptococcus_sanguinis,Phascolarctobacterium_succinatutens,Streptococcus_australis,Veillonella_atypica,Peptostreptococcus_stomatis,Solobacterium_moorei,Bilophila_wadsworthia,Streptococcus_cristatus,Bacteroides_thetaiotaomicron,Alistipes_onderdonkii,Klebsiella_unclassified,Anaerostipes_hadrus,Bacteroides_eggerthii,Blautia_producta,Prevotella_copri,Clostridium_citroniae,Veillonella_unclassified,Parabacteroides_distasonis,Eubacterium_biforme,Methanobrevibacter_smithii,Oribacterium_sinus,Coprococcus_catus,Bifidobacterium_animalis,Holdemania_unclassified,Clostridium_ramosum,Gordonibacter_pamelaeae,Parvimonas_micra,Roseburia_unclassified,Anaerostipes_caccae,Escherichia_coli,Brachyspira_unclassified,Butyricicoccus_pullicaecorum,Bacteroides_intestinalis,CRC
10262,0.0,0.0,0.00458,0.0,6.06077,0.0,0.0,25.15284,0.0,0.0,0.0,8.98386,0.0,0.0,0.99072,0.0,0.00635,0.0,0.0,12.69512,0.0,0.0,0.01686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27632,0.41203,0.0,0.0,0.0,0.0,0.0,0.0,0.00496,0.27663,0.0,0.0,0.58097,0.0,0.0,0.0,0.04055,0.0,0.0,0.14812,0.0,0.0,0.0,1.31055,0.0,0.01674,0.0,0.0,0.0,2.7487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06226,0.58774,4.36956,0.0,0.0,0.06132,0.0,0.0,0.0,0.00085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066,0.0,0.0,0.0,0.0,0.0,0.0,10.63809,0.0,2.14535,1.59011,0.0,1.95521,0.0,0.0,0.0,0.01907,0.0,0.0,0.0,0.04443,0.0,0.26418,0.11367,0.0,0.0,0.0,0.0,0.04117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01418,0.0,0.0,0.0,0.57961,0.0,0.0,0.0,0.00843,0.62896,4.8538,0.0,0.0,0.0,0.0,0.0,0.0,0.16127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00318,0.0,0.0,0.0,0.0,0.0,0.0,0.27456,0.0,0.0,0.01093,0.0,0.51053,0.0,0.0,0.0,0
10302,0.0,0.0,0.4163,0.0,0.00047,0.0,0.12339,0.0,0.0,0.0,0.0,4.78292,0.0,0.10035,1.7725,0.04586,0.0,0.0,0.0,0.41582,0.0,0.0,0.0,0.0,7.23644,0.0,0.0,0.0,0.49183,0.00336,0.0,0.0,0.0,0.24856,0.0,0.0,0.0,0.61028,0.0,0.0,0.0,0.0,2.2549,0.00093,0.0,0.0,0.0,0.10489,0.0,0.0116,0.22421,0.07446,0.0,0.26285,0.10598,0.0,0.0,0.0,0.0,0.14262,0.0,0.0,0.0,0.01122,0.0,0.00252,0.01705,0.0,0.0,2.04003,0.0,0.03214,0.0,0.00551,0.0,0.0,0.0,2.52303,0.02593,0.06667,0.59295,0.0,0.0,0.00728,0.09556,0.0,0.0,0.0,0.0,0.0,0.0,0.02199,0.0,0.0239,0.03218,0.0,0.0,0.0,0.0,0.01317,0.0,0.0,1.75696,0.32088,0.0,0.00098,0.99897,0.0,0.0,0.0,0.0,0.0,0.0,0.16563,0.0,0.0,0.05024,0.11112,0.0,0.0,1.53768,0.14246,0.0,0.0,1.38305,0.0,0.00217,0.0,0.0,2.57491,0.0,0.00126,0.0,0.0,0.0,8.85717,0.0,0.0,0.0,11.74393,0.22603,0.0,0.00099,0.02379,0.35877,0.0,0.0,1.29436,0.00333,0.07004,0.41867,0.0,0.0029,0.0,0.06498,0.2705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25189,0.04325,0.0,0.21727,0.02121,0.0,35.40817,0.0,0.0184,0.16886,0.0,0.0,0.0,0.22751,0.0,0.00121,0.0,0.00438,0.0,0.0,0.0,1.88204,0.0,0.0,0.01374,0
10325,0.61961,0.0,0.19429,0.0,0.0,0.0,22.62592,0.29019,0.0,0.0,0.0,9.54777,0.0,0.4076,0.53205,0.0,0.0,0.0,0.0,0.23986,0.0,0.34613,0.02383,0.02836,0.47014,0.0,0.0,0.02603,0.63799,0.0,0.0,0.0,0.0,0.21388,0.0,0.0,0.00045,0.11447,0.0,0.36856,0.0,0.00315,5.81538,0.00139,0.0,0.12247,0.0,0.12303,0.0,1.20102,0.0,0.0,0.0,0.32404,0.14628,0.0,0.0,0.02619,0.0,0.11703,0.0,0.0,0.00613,0.0,0.00045,0.0,0.0,0.0,0.0,0.00901,0.0,0.0,0.0,0.0,0.0,0.0,0.48409,0.26397,0.0448,0.01539,0.53029,0.0,0.0,0.0,0.46193,0.02215,0.0,0.0,0.0,0.0,0.0,0.0,0.29527,0.0,3.24814,0.02938,0.0,0.19874,0.0,0.00688,0.0,0.0,0.01358,10.75599,0.0,0.00205,0.5549,0.0,0.0,0.0,0.0,0.0,0.0,0.17667,0.04384,3.35709,0.00678,0.25629,0.0,0.0,0.0,1.31809,0.0,0.13816,2.24854,0.0,0.0,0.0,0.0,0.00726,0.0,0.06315,0.19638,0.00205,0.0,3.81577,0.0,0.0,0.012,4.28777,8.08093,0.0,0.21042,0.00811,5.46149,0.05622,0.0,0.0,0.0,0.1094,0.76546,0.0,0.07687,0.0,0.37014,0.0,0.0,0.0,0.33363,0.01588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64083,0.00742,0.19681,0.0,0.0,0.0,0.0,0.30958,0.0,0.0,0.00324,0.0,0.0,0.00409,0.00132,0.84043,0.00056,1.77944,0.0,0.02822,0.08051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781,0.0,0.0,0.0,0
10350,0.0,0.00256,0.09573,0.00157,0.0,0.02912,5.37429,1.30286,0.00018,0.0,0.0,3.64008,0.0,0.0,1.12529,0.2424,0.0,0.0,0.0,4.0377,0.05383,0.0,0.01109,0.00348,0.0,0.0,0.0,0.00025,0.85644,0.01207,0.0,0.0,0.0,0.12567,0.0,0.0,0.0,7.70596,0.05714,0.0,0.0,0.0,3.46221,0.00679,0.0,0.0,0.0,0.07198,0.0,0.0,1.13578,0.20425,0.0,0.5246,5.45489,0.0,0.0,0.0,0.0,0.49526,0.0003,0.0,0.0,0.00278,0.03898,0.0,0.02214,0.0299,3.50504,0.05061,0.0,0.0,0.0,0.01957,0.0,0.00567,0.0,0.0,0.0,0.03058,0.00219,0.00103,0.0,0.00035,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.02571,1.0759,0.00103,0.13674,0.0,0.0,0.00055,0.01004,0.0674,0.0,0.0,14.61104,0.07445,0.0,0.04125,0.0,0.0,0.0,0.21859,0.0,0.0,0.0,0.14967,0.00644,0.0,0.0,2.0787,0.0,0.0,0.06806,0.0359,0.0,0.0,9.27359,0.0,1.03061,0.0,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.0,17.53319,0.0,0.0,4.46297,0.01214,1.83715,0.00138,0.0154,0.00746,0.02608,0.0,0.0,0.0,0.0,0.16374,0.0,0.0,0.0,0.13164,0.00064,0.00658,0.0,0.0,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00167,0.02133,0.0,0.00271,0.03136,0.0,4.47793,1.55554,0.0,0.0,0.0,0.0,0.0,0.04255,0.03453,0.00036,0.45267,0.0,0.0,0.03612,0.0,0.02071,0.0,0.0,0.0,0.0,0.0,0.0,0.13966,0.0,0.0,0
10353,0.0,0.00072,0.18799,0.0,1.9849,0.48881,0.72959,11.96202,0.0,0.0,0.00072,1.27081,0.0,0.0,0.24207,0.0,0.16723,0.0,0.0,0.0,0.35161,0.00127,0.01123,0.46451,0.47167,0.0,0.0,0.00024,0.0,0.0,0.0,0.06977,0.0,0.40372,0.00274,0.0,0.00541,0.0,0.02298,0.04731,0.0,0.00355,0.23087,0.0,0.0,0.07967,0.0,0.0,0.0,0.0,0.0,0.11062,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.00487,0.01857,0.0,0.0,0.41597,0.0,0.0,0.0,0.03788,0.0,0.0,0.02707,0.0,0.0,0.0,4.39308,0.0,0.36188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01055,0.03804,0.0,0.0,6.41375,0.14847,0.0,0.028,0.0,0.00248,3.6978,0.07251,0.0,1.84522,0.07726,0.0,0.0,0.0,0.00621,0.0,0.0,0.0,0.0,0.00977,0.16948,0.0,0.0,0.00201,0.0,0.0,2.76475,1.19004,0.0,3.6796,0.0,7.78769,0.0,0.0,0.0,19.20625,0.0,0.08134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22905,1.32646,0.0,0.01038,0.0,0.0,2.12032,0.0,0.0,0.0,0.0,0.0,0.0,0.02018,0.0,0.71491,0.0,0.0,0.0,0.01719,0.0,0.0,0.0,0.0,0.0,0.00106,0.0,0.0,0.0,0.27251,0.0,0.09793,0.21105,0.00019,0.0059,0.0,0.0,0.0,0.0,0.02126,0.27061,0.0,0.0,0.0,0.0,4.74574,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.00746,0.0,0.00104,0.0,0.0,2.94688,0.0,0.15418,0.0,0
10362,0.0,0.0,0.57066,0.0,0.01186,0.0,15.48864,0.01102,0.0,0.0,0.0,9.77591,0.0,0.41405,0.80255,0.00152,0.01592,0.0,0.0,0.55421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48997,0.0,0.0,0.0,0.03832,0.04207,0.0,0.0,0.0,1.79982,0.0,0.0,0.0,0.0,1.06849,0.23648,0.0,0.0,0.0,0.02885,0.00597,0.04105,0.4771,0.06242,0.0,1.61082,24.44911,0.0,0.0,0.0,0.0,0.26694,0.0,0.0,0.0,0.0,0.00265,0.0,0.00239,0.47397,0.81481,0.42538,0.0,0.0,0.0,0.0248,0.00614,0.0,0.0,0.20803,0.81373,0.03785,0.91476,3.97306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30865,0.0,0.01369,0.0,0.0,0.03035,0.0,0.01172,0.0,0.0,0.0,0.17749,0.0,0.02396,2.67871,0.0,0.31924,0.0,0.0,0.00063,0.0,0.00853,0.00084,0.0,0.34331,1.8111,0.0,0.06348,0.31624,0.0,0.0,0.0,2.44318,0.0,0.01718,0.0,0.0,1.37363,0.0,0.0,0.0,0.0,0.0,0.0,0.53016,0.0,0.0,5.70874,0.87045,0.13251,0.0,0.01945,4.10865,0.00224,0.0,2.35157,0.0,0.0,1.43955,0.0,0.0,0.0,0.32106,0.56525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75287,0.0,0.0,0.0,0.0,0.0,2.85587,0.0,0.02184,0.0,0.0,0.00077,0.0,0.00761,0.8984,0.0,0.06531,0.0,0.0,0.00113,0.00216,0.04845,0.0,0.55073,0.0,0.0,0.30394,0.0,0.06765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10519,1.90267,0.0,0.33726,0.13155,0.00412,2.9918,6.45041,0.0,0.02732,0.0,0.0,10.13582,0.0,0.40477,0.06337,0.17068,0.0,0.0,0.0,1.12037,0.0,0.02264,0.0,0.0,0.0,0.6393,0.0,0.0,0.18774,0.0374,0.00786,0.0,0.00261,0.43569,0.0,0.00836,0.0,2.897,0.0,0.3771,0.0,0.0,0.96512,0.11006,0.0,0.0,0.0,0.11404,0.32075,0.05016,0.33709,0.0,0.0,1.09304,0.32896,0.0,0.0,0.0,0.0,1.06709,0.0,0.0,0.0,0.00751,0.00329,0.0,0.11056,0.14809,0.43249,0.09898,0.02787,0.0,0.0,0.02307,0.0711,0.0,0.0,1.20794,0.32369,0.03287,0.0,0.0,0.0,0.0,0.03998,0.0,0.0,0.0,0.0,0.40362,0.0,0.0,0.15163,0.0,0.11309,0.0,0.0,0.0,0.00209,0.08993,0.0,0.0,3.1871,0.0177,0.0,0.03465,0.96326,0.0,0.69526,0.01003,0.0,0.00703,0.0,0.01338,0.0,0.0,0.0,0.46847,0.0,0.0,0.98031,0.0,0.0,0.05254,0.80658,0.0,0.0614,0.0,0.00379,0.97826,0.0,0.0,0.0,0.02901,0.0,0.0,0.0,0.0,0.0,5.37749,0.05795,0.10657,0.01683,0.07896,0.71772,0.00419,0.0,0.01271,0.0,0.0,0.11005,0.0,0.0,0.03001,0.4452,1.69476,0.009,0.0,0.0,0.0,0.0,0.0,0.0,1.29366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01518,0.0,0.0,0.00689,0.0,0.0005,0.0,0.0,43.85228,0.0121,0.01363,0.0,0.0,0.00979,0.0,0.04495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46073,0.0,0.0,0.03229,0
10537,0.0,0.10005,0.136,0.0,2.85722,0.0,6.41986,0.24143,0.0,0.0,0.0,2.36102,0.0,0.0,0.36265,0.00645,0.32801,0.02118,0.0,0.0,0.0,0.0,0.0419,0.11662,0.0,0.0,0.0,0.3,0.0,0.0,0.03238,0.0,0.0,0.07503,0.0,0.05571,0.13931,0.0,0.0,0.0,2.20487,0.08232,0.0,0.0,0.0281,7.3436,0.0,0.0,0.0,0.0,0.0,0.20663,0.0,0.08562,0.24493,0.0,0.0,2.19924,0.08904,0.03105,0.0,0.0,0.01595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36747,0.0,0.0,0.00848,0.0,0.0,0.0,0.02868,0.0,0.0,0.04511,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.00224,0.29746,0.00524,1.19757,11.48089,0.0,0.0,0.15295,0.00077,0.0,0.0,0.00466,0.0,5.10591,0.09727,0.0,0.18881,0.0,0.0,0.0,0.0,0.0,0.0,0.08084,1.98172,0.00101,0.0,0.0,0.02623,0.0,0.63496,0.00339,0.0,0.0,0.0,0.0,0.00681,0.03193,0.0,0.46737,0.0,0.06014,0.0,0.2478,0.05193,0.0,0.0,0.0,0.04975,0.15052,17.27409,0.0,0.24019,0.05781,0.14729,7.60737,0.0046,0.0,0.02014,0.0,0.0,0.0,0.12415,0.0,0.0,0.01999,0.0,0.0,0.12253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01543,0.0,0.0,4.74344,0.0,0.00533,0.0,0.0131,1.07886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.99292,0.08102,0.0,0.0,0.0,0.17207,0.0,0.0,0.15278,0.0,0.0,0.0,0.0,0.0,0.0,0.03189,0.0,0
10592,0.0,0.0,0.77798,0.0,0.06489,0.0,0.0,0.0,0.1198,0.0,0.0,3.74198,0.0,0.05113,0.99092,0.12849,0.01163,0.0,0.0,0.77435,0.0,0.0,0.01918,4.76222,0.00349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35568,0.0,0.0,0.0,1.95241,0.0,0.0,0.0,0.0,0.7861,0.0,0.0,0.0,0.0,0.0,0.02908,0.0,0.0,0.0,0.03836,0.10627,0.27471,0.04661,0.0,0.0,0.0,0.24864,0.00715,0.0,0.0,0.03529,0.0,0.0,0.10973,0.0,0.0,0.1634,0.10348,0.0,0.0,0.0203,0.0,0.0,0.0,0.00376,0.89402,0.0,0.0,0.0,0.0,0.06289,0.0,0.0,0.0,0.0,0.0,0.0,0.00559,0.0,0.31969,0.0,0.12946,0.0,0.0,0.02813,0.0,0.0026,0.0,1.15568,0.0,0.05752,0.03099,0.09277,0.0,0.0,0.02616,0.0,0.0,0.0,0.0,0.02249,0.0,0.0,0.0,8.32875,0.0,0.0,0.23565,16.36439,0.0,0.0,0.0,0.0,0.15036,0.0,0.08743,0.45118,0.0,0.02301,0.0,0.02827,2.73449,0.0,11.84309,0.0,0.0,2.88544,0.0,0.0,0.0,0.07315,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00354,0.0,0.02575,0.0087,0.0,0.01261,0.0,0.0,0.0,0.0,2.97653,0.0,0.00571,0.0,0.0,0.0,0.0,0.0,0.04376,0.0,2.53289,1.59013,0.0,0.0,0.0,0.0,0.0,0.0232,0.00832,0.0,0.37753,0.0,0.0,0.21936,0.0,0.0,0.03326,0.00488,0.0,0.0,0.0,29.60832,0.0,0.0,0.0,0
10632,0.0,0.0,0.11077,0.0,0.10661,1.15872,6.29458,0.00218,0.0135,0.0,0.0,4.202,0.0,0.86729,0.21218,0.01619,0.02918,0.0,0.0,1.5807,0.0,0.0,0.0,0.08935,1.61127,0.04038,0.0,0.0,0.0,0.05009,0.0,0.0,0.48157,0.20133,0.0,0.0,0.0,4.49489,0.03809,0.0,0.02593,0.0,0.22759,0.0,0.0,0.00904,0.0,0.0,0.28787,0.0,0.31241,0.0,0.0,1.29055,0.5722,0.02217,0.0,0.0,0.0,0.45508,0.0,0.0,0.0,0.0,0.09424,0.00759,0.01106,0.03696,0.0,0.08997,0.00623,0.0,0.0,0.01652,0.00419,0.01304,0.0,0.0,1.42311,0.02666,0.01212,0.0,0.0,0.05038,0.11701,0.0,0.0,0.0,0.0,0.0,0.0,0.48992,0.32398,0.03259,0.1192,0.00601,0.0,0.00066,0.00196,0.10842,0.0,0.0,0.0,0.24525,0.0,0.11328,2.39644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01662,0.0,0.0,7.66942,0.0,0.0,0.48183,0.49436,0.0,0.0,0.0,0.70156,0.05679,0.0,0.08659,1.69622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23362,0.69117,0.0,0.00302,0.12031,4.61376,0.04153,0.08824,0.04355,0.01658,0.22255,0.2474,0.00413,0.0,0.0,0.0,0.0,0.03971,0.46599,0.0,0.04757,0.0,0.00911,0.0,0.0,0.0,0.0,0.0,0.0,0.00084,4.38481,0.0,0.03885,0.0,0.0,0.00578,0.0,1.18061,0.06163,0.02404,0.0069,0.0,0.0,39.31507,0.01985,0.01223,0.70712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00413,0.0,0.0,0.0,2.37093,0.0,0.0,0.49427,0
